Host Id,Host Since,mes,anio,Name,Neighbourhood,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating,AA,AB,AC,AD,AE,AF,AG,cant
54275,14/11/2009,11,2009,Red Room with deck for two $1350/mo,Brooklyn,House,95,Private room,11216,1,1,9,85,98,,,,,,,,1
54255,14/11/2009,11,2009,**Private Room Brownstone Beauty!*,Brooklyn,Townhouse,100,Private room,11233,2,1,1,99,100,,,,,,,,1
54622,15/11/2009,11,2009,Amazing view from my both 2BR in NY,Brooklyn,Apartment,100,Private room,11211,1,1,2,150,100,,,,,,,,1
54622,15/11/2009,11,2009,Amazing view from my both 2BR NY,Brooklyn,Apartment,,Private room,11211,1,1,0,150,,,,,,,,,1
54712,16/11/2009,11,2009,Spacious 2 Bedroom + Study,Brooklyn,Apartment,,Entire home/apt,11222,2,1,0,215,,,,,,,,,1
54712,16/11/2009,11,2009,Spacious 2BR Greenpoint Getaway,Brooklyn,Apartment,,Entire home/apt,11222,2,1,0,215,,,,,,,,,1
54833,16/11/2009,11,2009,Charming Chelsea One Bedroom,Manhattan,Apartment,95,Entire home/apt,10011,1,1,8,225,95,,,,,,,,1
55176,17/11/2009,11,2009,It's all about Bushwick BROOKLYN,Brooklyn,Apartment,90,Entire home/apt,11207,2,1,98,125,93,,,,,,,,1
55298,17/11/2009,11,2009,Large W 15th steps to Union Square,Manhattan,Apartment,90,Entire home/apt,10011,2,1,65,180,92,,,,,,,,1
55298,17/11/2009,11,2009,W15th and 6th ave! new one bedroom,Manhattan,Apartment,95,Entire home/apt,10011,1,1,42,150,97,,,,,,,,1
55298,17/11/2009,11,2009,West 15th St steps to Union Square,Manhattan,Apartment,80,Entire home/apt,10011,2,1,90,160,82,,,,,,,,1
55298,17/11/2009,11,2009,LARGE APARTMENT- DOORMAN & VIEWS,Manhattan,Apartment,,Entire home/apt,10019,2,1,0,240,,,,,,,,,1
55298,17/11/2009,11,2009,Central Park Loft- walk anywhere,Manhattan,Apartment,85,Entire home/apt,10024,3,1,20,180,86,,,,,,,,1
55298,17/11/2009,11,2009,Central Park West 2 bedroom,Manhattan,Apartment,75,Entire home/apt,10024,2,1,21,210,79,,,,,,,,1
55021,17/11/2009,11,2009,Bright & Cozy in Great Location,Manhattan,Apartment,95,Private room,10002,1,1,44,120,98,,,,,,,,1
55021,17/11/2009,11,2009,Comfortable room near everything,Manhattan,Apartment,100,Private room,10002,1,1,3,130,100,,,,,,,,1
55021,17/11/2009,11,2009,Large Room with Private Bath,Manhattan,Apartment,95,Private room,10002,1,1,19,125,99,,,,,,,,1
55289,17/11/2009,11,2009,Room & Rooftop in Hells Kitchen!,Manhattan,Apartment,85,Private room,10036,1,1,29,99,88,,,,,,,,1
55458,18/11/2009,11,2009,Gorgeous 2BR Apt with Terrace,Brooklyn,Apartment,90,Entire home/apt,11249,2,1,6,300,90,,,,,,,,1
55469,18/11/2009,11,2009,NYC's Brooklyn's Treehouse Retreat,Brooklyn,House,60,Entire home/apt,11230,4,1,1,385,60,,,,,,,,1
55469,18/11/2009,11,2009,Brooklyn Ditmas Park LUX Garden,Brooklyn,House,100,Private room,11230,1,1,5,145,100,,,,,,,,1
55469,18/11/2009,11,2009,Brooklyn, Ditmas Park, The Roost,Brooklyn,House,95,Private room,11230,1,1,6,135,97,,,,,,1
55469,18/11/2009,11,2009,NYC's Brooklyn Honey Nest Victorian,Brooklyn,House,100,Private room,11230,1,1,3,135,100,,,,,,,,1
55421,18/11/2009,11,2009,Ft.Tryon beauty near Columbia Univ.,Manhattan,Apartment,100,Private room,10033,2,1,2,150,100,,,,,,,,1
55775,19/11/2009,11,2009,Serene, Modern Cobble Hill Studio,Brooklyn,Apartment,95,Entire home/apt,11201,1,1,56,150,97,,,,,,,1
56104,20/11/2009,11,2009,* BROOKLYN FACTORY LOFT *,Brooklyn,Apartment,95,Entire home/apt,11206,2,1,33,190,96,,,,,,,,1
56246,21/11/2009,11,2009,Greenpoint Place...Has It All!,Brooklyn,Apartment,95,Entire home/apt,11222,2,1,51,149,95,,,,,,,,1
56284,21/11/2009,11,2009,Beautiful Apartment in Manhattan!!!,Manhattan,Apartment,100,Entire home/apt,10010,1,1,4,200,100,,,,,,,,1
56326,21/11/2009,11,2009,2 bedroom apt, 15 min to Times Sq.,Manhattan,Apartment,90,Entire home/apt,10027,2,1,6,200,90,,,,,,,1
56512,22/11/2009,11,2009,Williamsburg 1 bedroom Apartment,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,57,170,98,,,,,,,,1
56663,22/11/2009,11,2009,2500 sqf Chelsea Luxury Loft,Manhattan,Apartment,90,Entire home/apt,10001,4,1,25,445,90,,,,,,,,1
56471,22/11/2009,11,2009,PRIME East Village 1 BR APARTMENT!,Manhattan,Apartment,75,Entire home/apt,10009,1,1,100,135,78,,,,,,,,1
56653,22/11/2009,11,2009,Private bedroom in Manhattan,Manhattan,Apartment,90,Private room,10027,1,1,37,74,93,,,,,,,,1
56990,23/11/2009,11,2009,Large 1 bedroom BK Museum,Brooklyn,Apartment,,Entire home/apt,11225,1,1,0,125,,,,,,,,,1
56944,23/11/2009,11,2009,2 bedroom apartment  in Manhattan,Manhattan,Apartment,80,Entire home/apt,10010,2,1,14,99,82,,,,,,,,1
56944,23/11/2009,11,2009,Your Manhattan House, Gramercy Park,Manhattan,Apartment,80,Entire home/apt,10010,2,1,63,129,82,,,,,,,1
56944,23/11/2009,11,2009,Cute room in Gramercy,Manhattan,Apartment,85,Private room,10010,1,1,34,59,85,,,,,,,,1
56944,23/11/2009,11,2009,Midtown East catch!!!!,Manhattan,Apartment,95,Private room,10010,1,1,13,79,96,,,,,,,,1
57101,24/11/2009,11,2009,Rockaway Beach Paradise Apartment,Queens,Apartment,90,Entire home/apt,11693,2,1,8,160,90,,,,,,,,1
57101,24/11/2009,11,2009,Restored Bungalow of Rockaway Beach,Queens,House,95,Entire home/apt,11693,2,1,19,160,96,,,,,,,,1
57406,25/11/2009,11,2009,Open artist loft close to Manhattan,Brooklyn,Apartment,95,Entire home/apt,11206,2,1,24,165,96,,,,,,,,1
57574,25/11/2009,11,2009,Modern 1br loft apt in Williamsburg,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,10,195,98,,,,,,,,1
57877,26/11/2009,11,2009,Cozy studio close to Union Square,Manhattan,Apartment,85,Entire home/apt,10011,1,1,27,160,89,,,,,,,,1
57877,26/11/2009,11,2009,Garden studio in Union Square,Manhattan,Apartment,90,Entire home/apt,10011,2,1,6,220,93,,,,,,,,1
57877,26/11/2009,11,2009,Lovely 1 bedroom apartment,Manhattan,Apartment,,Entire home/apt,10018,1,1,0,180,,,,,,,,,1
57877,26/11/2009,11,2009,Luxury studio close to time square,Manhattan,Apartment,100,Entire home/apt,10019,1,1,1,180,100,,,,,,,,1
58366,29/11/2009,11,2009,Lincoln Center  luxury condo,,Manhattan,Apartment,90,Entire home/apt,,1,1,37,280,93,,,,,,,1
58546,29/11/2009,11,2009,Beautiful Brownstone near the Park,Manhattan,Apartment,,Entire home/apt,10025,1,1,0,130,,,,,,,,,1
58745,30/11/2009,11,2009,Bed-Stuy DIY. What's mine is yours.,Brooklyn,Apartment,90,Entire home/apt,11221,4,1,73,136,90,,,,,,,,1
58702,30/11/2009,11,2009,Chic and cozy studio - Theatre dist,Manhattan,Apartment,90,Entire home/apt,10019,3,1,107,150,91,,,,,,,,1
59185,01/12/2009,12,2009,Located in the heart of EVERYTHING!,Manhattan,Apartment,90,Entire home/apt,10065,3,1,5,247,92,,,,,,,,1
59254,01/12/2009,12,2009,Fully furnished 1br upper east side,Manhattan,Apartment,75,Entire home/apt,10075,2,1,50,149,76,,,,,,,,1
59028,01/12/2009,12,2009,Modern Sunny Queer Friendly Loft,Brooklyn,Apartment,95,Private room,11206,1,1,40,72,97,,,,,,,,1
58979,01/12/2009,12,2009,Bright and Cheery Chelsea Studio,Manhattan,,95,Private room,10011,1,1,28,165,98,,,,,,,,1
59023,01/12/2009,12,2009,Lower East Side room!,Manhattan,Apartment,95,Private room,10002,1,1,14,110,96,,,,,,,,1
59172,01/12/2009,12,2009,Big Room in front of Central Park,Manhattan,Apartment,90,Private room,10026,1,1,2,118,90,,,,,,,,1
59172,01/12/2009,12,2009,Nice Room in Front of Central Park,Manhattan,Apartment,90,Private room,10026,1,1,4,89,90,,,,,,,,1
59172,01/12/2009,12,2009,Nice Room in Front of Central Park,Manhattan,Apartment,100,Private room,10026,1,1,8,110,100,,,,,,,,1
59172,01/12/2009,12,2009,Nice and Clean Room w/Bike included,Manhattan,Apartment,85,Private room,10030,1,1,16,79,86,,,,,,,,1
59172,01/12/2009,12,2009,Nice Room 3 Stops from Central Park,Manhattan,Apartment,80,Private room,10030,1,1,5,77,84,,,,,,,,1
59172,01/12/2009,12,2009,Room 3 Stops from Central Park,Manhattan,Apartment,75,Private room,10030,1,1,9,76,78,,,,,,,,1
59172,01/12/2009,12,2009,Private Room 1 block to CentralPark,Manhattan,Dorm,85,Private room,10026,1,1,11,90,89,,,,,,,,1
59777,03/12/2009,12,2009,Charming 2 Full Bath 3 Bed Suite,Brooklyn,Apartment,90,Entire home/apt,11221,6,1,7,207,90,,,,,,,,1
59734,03/12/2009,12,2009,COZY STUDIO IN TIMES SQUARE!,Manhattan,Apartment,90,Entire home/apt,10019,1,1,17,139,94,,,,,,,,1
59734,03/12/2009,12,2009,TIMES SQUARE THE PLACE YOU WANNA BE,Manhattan,Apartment,90,Entire home/apt,10019,1,1,114,109,94,,,,,,,,1
59777,03/12/2009,12,2009,Sleep at the CozySuite Pinacle,Brooklyn,Apartment,90,Private room,11221,2,1,5,59,93,,,,,,,,1
59777,03/12/2009,12,2009,Sleep at the CozySuite Sanctuary,Brooklyn,Apartment,75,Private room,11221,1,1,13,59,79,,,,,,,,1
59777,03/12/2009,12,2009,Sleep by Night at CozySuite Chambre,Brooklyn,Apartment,80,Private room,11221,2,1,4,69,80,,,,,,,,1
59777,03/12/2009,12,2009,Stay at the CozySuite Citadelle,Brooklyn,Apartment,75,Private room,11221,2,1,21,69,79,,,,,,,,1
59777,03/12/2009,12,2009,Stay at the CozySuite Fortress,Brooklyn,Apartment,80,Private room,11221,2,1,22,59,80,,,,,,,,1
59777,03/12/2009,12,2009,Stay at the CozySuite Meridian,Brooklyn,Apartment,80,Private room,11221,2,1,2,59,80,,,,,,,,1
59734,03/12/2009,12,2009,Best Location in NYC! TIMES SQUARE!,Manhattan,Apartment,90,Private room,10018,1,1,116,69,94,,,,,,,,1
59734,03/12/2009,12,2009,Times Square, Safe, Clean and Cozy!,Manhattan,Apartment,90,Private room,10018,1,1,165,59,92,,,,,,1
60038,04/12/2009,12,2009,Luxury 1 Bedroom Downtown Brooklyn,Brooklyn,Apartment,,Entire home/apt,11201,1,1,0,145,,,,,,,,,1
60046,04/12/2009,12,2009,Inviting, Modern 1 Bedroom in Dumbo,Brooklyn,Apartment,,Entire home/apt,11201,1,1,0,240,,,,,,,,1
60049,04/12/2009,12,2009,Luxury Apt w Doorman/Elevators/Gym,Manhattan,Apartment,90,Entire home/apt,10002,2,1,8,175,94,,,,,,,,1
60252,05/12/2009,12,2009,Very, very cozy place,Brooklyn,Apartment,95,Private room,11211,1,1,15,100,95,,,,,,,1
60185,05/12/2009,12,2009,Quiet gorgeous bedroom Midtown West,Manhattan,Apartment,,Private room,10019,1,1,1,200,,,,,,,,,1
60270,05/12/2009,12,2009,Room near Central Park and Museums,Manhattan,Apartment,90,Private room,10028,1,1,19,92,91,,,,,,,,1
60584,06/12/2009,12,2009,Tons of light! 1 bedroom,Manhattan,Apartment,100,Entire home/apt,10031,1,1,4,120,100,,,,,,,,1
60584,06/12/2009,12,2009,Tons of light! peaceful NYC,Manhattan,Apartment,95,Private room,10031,1,1,12,95,99,,,,,,,,1
60787,07/12/2009,12,2009,2 room suite in quiet brownstone,Brooklyn,Apartment,95,Entire home/apt,11233,2,1,20,110,96,,,,,,,,1
60787,07/12/2009,12,2009,Large 2 BR apt in quiet brownstone,Brooklyn,Apartment,90,Entire home/apt,11233,3,1,51,100,92,,,,,,,,1
60885,07/12/2009,12,2009,Spacious and charming apartment!,Brooklyn,Apartment,95,Entire home/apt,11237,2,1,39,135,95,,,,,,,,1
60944,07/12/2009,12,2009,Alcove Studio West Village DrmnBldg,Manhattan,Apartment,,Entire home/apt,,1,1,0,198,,,,,,,,,1
60923,07/12/2009,12,2009,Chelsea studio with balcony & views,Manhattan,Apartment,90,Entire home/apt,10001,1,1,11,205,93,,,,,,,,1
60810,07/12/2009,12,2009,Bedroom-luxury building, Bushwick,Brooklyn,Apartment,100,Private room,11221,1,1,4,75,100,,,,,,,1
60810,07/12/2009,12,2009,cozy, charming nest in LES,Manhattan,Apartment,85,Private room,10002,1,1,43,90,86,,,,,,,1
