Host Id,Host Since,mes,anio,Name,Neighbourhood,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating,,,,,,
409965,25/02/2011,2,2011,OASIS IN-MANHATTAN-NEXT-CTRAl parkW,Manhattan,Apartment,,Entire home/apt,10023,2,1,0,300,,,,,,,
410499,25/02/2011,2,2011,Upper East Side Studio with Garden,Manhattan,Apartment,95,Entire home/apt,10128,1,1,4,159,95,,,,,,
410196,25/02/2011,2,2011,Comfy King Bed, AC, Strong WiFi!,Bronx,Apartment,100,Private room,10468,1,1,2,50,100,,,,
410196,25/02/2011,2,2011,Comfy King Bedroom+Strong WiFi+AC,Bronx,Apartment,85,Private room,10468,2,1,19,50,88,,,,,,
409822,25/02/2011,2,2011,Modern Decor in  Historic Harlem NY,Manhattan,Apartment,,Private room,10037,1,1,0,95,,,,,,,
411916,26/02/2011,2,2011,Beautiful Victorian Apartment,Brooklyn,Apartment,80,Entire home/apt,11216,1,1,1,80,80,,,,,,
411489,26/02/2011,2,2011,Park Slope/Prospect Hghts 2 bedroom,Brooklyn,Apartment,85,Entire home/apt,11217,2,1,69,150,86,,,,,,
411489,26/02/2011,2,2011,Prospect Heights/Park Slope Beauty,Brooklyn,Apartment,90,Entire home/apt,11217,2,1,55,187,93,,,,,,
410711,26/02/2011,2,2011,4 beds·3.5 baths·2,665 sqft,Manhattan,Apartment,,Entire home/apt,10011,6,1,0,1.000,,,,,,
410711,26/02/2011,2,2011,Flatiron/ 2 beds/ 2 baths/2,200 ft²,Manhattan,Apartment,,Entire home/apt,10011,2,1,0,440,,,,,,
410962,26/02/2011,2,2011,Beautiful 1 BD apartment,Manhattan,Apartment,,Entire home/apt,10019,2,1,0,320,,,,,,,
410711,26/02/2011,2,2011,Luxury condominium,Manhattan,Loft,,Entire home/apt,10022,2,1,0,700,,,,,,,
411966,26/02/2011,2,2011,Charming and spacious 1BR near NQ,Queens,Apartment,100,Entire home/apt,11106,2,1,4,180,100,,,,,,
413023,27/02/2011,2,2011,2 bedroom apt in great neighborhood,Brooklyn,Apartment,,Entire home/apt,11238,2,1,0,110,,,,,,,
412783,27/02/2011,2,2011,1BR Apt as featured in New York Mag,Manhattan,Apartment,100,Entire home/apt,10011,1,1,4,299,100,,,,,,
413023,27/02/2011,2,2011,Room in wonderful neighborhood.,Brooklyn,Apartment,100,Private room,11238,1,1,1,65,100,,,,,,
414627,28/02/2011,2,2011,2BR gem in Cobble Hill, Brooklyn,Brooklyn,Apartment,100,Entire home/apt,11201,1,1,5,120,100,,,,,
414763,28/02/2011,2,2011,Quiet 1BR on the Park with a Pool!,Brooklyn,Apartment,85,Entire home/apt,11205,1,1,14,139,86,,,,,,
415446,28/02/2011,2,2011,Amazing New 1BDR Mins to Manhattan,Queens,Apartment,90,Entire home/apt,11106,2,1,29,95,92,,,,,,
414477,28/02/2011,2,2011,Single room in stunning brownstone,Brooklyn,Apartment,95,Private room,11216,1,1,9,70,98,,,,,,
415502,28/02/2011,2,2011,Enjoy Manhattan,Manhattan,Apartment,100,Private room,10026,2,1,5,70,100,,,,,,
415502,28/02/2011,2,2011,Manhattan at its best! Trendy area,Manhattan,Apartment,100,Private room,10026,1,1,3,70,100,,,,,,
416238,01/03/2011,3,2011,Cozy Studio with huge private deck,Brooklyn,Apartment,95,Entire home/apt,11222,1,1,36,150,95,,,,,,
417504,01/03/2011,3,2011,1 BR w/ Terrace @ Box House Hotel,Brooklyn,Apartment,80,Entire home/apt,11222,2,1,1,299,80,,,,,,
417504,01/03/2011,3,2011,1 BR w/ Terrace @ Box House Hotel,Brooklyn,Apartment,100,Entire home/apt,11222,2,1,3,299,100,,,,,,
417504,01/03/2011,3,2011,2 BR Duplex @ Box House Hotel,Brooklyn,Apartment,100,Entire home/apt,11222,3,1,6,599,100,,,,,,
417504,01/03/2011,3,2011,2 BR w/ City View @ Box House Hotel,Brooklyn,Apartment,90,Entire home/apt,11222,4,1,3,599,94,,,,,,
417504,01/03/2011,3,2011,2 BR w/ Terrace @ Box House Hotel,Brooklyn,Apartment,80,Entire home/apt,11222,3,1,8,599,83,,,,,,
417504,01/03/2011,3,2011,Duplex Loft @ Box House Hotel,Brooklyn,Apartment,90,Entire home/apt,11222,2,1,7,225,92,,,,,,
417504,01/03/2011,3,2011,Duplex w/ Patio @ Box House Hotel,Brooklyn,Apartment,95,Entire home/apt,11222,2,1,37,225,95,,,,,,
417504,01/03/2011,3,2011,Duplex w/ Terrace @ Box House Hotel,Brooklyn,Apartment,100,Entire home/apt,11222,2,1,5,349,100,,,,,,
417504,01/03/2011,3,2011,Duplex w/ Terrace @ Box House Hotel,Brooklyn,Apartment,100,Entire home/apt,11222,2,1,7,349,100,,,,,,
417504,01/03/2011,3,2011,Loft Suite @ Box House Hotel,Brooklyn,Apartment,95,Entire home/apt,11222,2,1,16,199,95,,,,,,
417504,01/03/2011,3,2011,Loft Suite @ Box House Hotel,Brooklyn,Apartment,95,Entire home/apt,11222,2,1,14,199,97,,,,,,
417504,01/03/2011,3,2011,Loft Suite @ Box House Hotel,Brooklyn,Apartment,100,Entire home/apt,11222,2,1,5,199,100,,,,,,
417504,01/03/2011,3,2011,Loft Suite @ The Box House Hotel,Brooklyn,Apartment,85,Entire home/apt,11222,2,1,7,199,88,,,,,,
417504,01/03/2011,3,2011,Loft Suite @ The Box House Hotel,Brooklyn,Apartment,90,Entire home/apt,11222,2,1,6,199,92,,,,,,
417504,01/03/2011,3,2011,Loft Suite @ The Box House Hotel,Brooklyn,Apartment,90,Entire home/apt,11222,2,1,5,249,93,,,,,,
417504,01/03/2011,3,2011,Loft Suite @ The Box House Hotel,Brooklyn,Apartment,95,Entire home/apt,11222,2,1,6,199,97,,,,,,
417504,01/03/2011,3,2011,Loft Suite @ The Box House Hotel,Brooklyn,Apartment,95,Entire home/apt,11222,2,1,8,199,97,,,,,,
417504,01/03/2011,3,2011,Loft Suite @ The Box House Hotel,Brooklyn,Apartment,95,Entire home/apt,11222,2,1,14,199,98,,,,,,
417504,01/03/2011,3,2011,Loft Suite @ The Box House Hotel,Brooklyn,Apartment,95,Entire home/apt,11222,2,1,17,199,98,,,,,,
417504,01/03/2011,3,2011,Loft Suite @ The Box House Hotel,Brooklyn,Apartment,95,Entire home/apt,11222,2,1,18,199,98,,,,,,
417504,01/03/2011,3,2011,Loft Suite @ The Box House Hotel,Brooklyn,Apartment,95,Entire home/apt,11222,2,1,20,199,98,,,,,,
417504,01/03/2011,3,2011,Loft Suite @ The Box House Hotel,Brooklyn,Apartment,100,Entire home/apt,11222,2,1,2,199,100,,,,,,
417504,01/03/2011,3,2011,Loft Suite @ The Box House Hotel,Brooklyn,Apartment,100,Entire home/apt,11222,2,1,6,199,100,,,,,,
417504,01/03/2011,3,2011,Loft w/ Terrace @ Box House Hotel,Brooklyn,Apartment,80,Entire home/apt,11222,2,1,2,249,80,,,,,,
417504,01/03/2011,3,2011,Loft w/ Terrace @ Box House Hotel,Brooklyn,Apartment,85,Entire home/apt,11222,2,1,5,349,88,,,,,,
417504,01/03/2011,3,2011,Loft w/ Terrace @ Box House Hotel,Brooklyn,Apartment,95,Entire home/apt,11222,2,1,22,249,99,,,,,,
417504,01/03/2011,3,2011,Loft w/ Terrace @ Box House Hotel,Brooklyn,Apartment,100,Entire home/apt,11222,2,1,2,249,100,,,,,,
416357,01/03/2011,3,2011,Loft in landmarked Sweets factory,Brooklyn,Apartment,100,Entire home/apt,11249,1,1,3,240,100,,,,,,
417289,01/03/2011,3,2011,Spacious 2BR Williamsburg Apartment,Brooklyn,Apartment,90,Entire home/apt,11249,2,1,18,260,94,,,,,,
417504,01/03/2011,3,2011,Loft Suite @ Box House Hotel,Brooklyn,Loft,90,Entire home/apt,11222,2,1,3,199,93,,,,,,
417100,01/03/2011,3,2011,Beautiful LES Apartment,Manhattan,Apartment,90,Entire home/apt,10002,1,1,2,135,90,,,,,,
416918,01/03/2011,3,2011,Pre-War - Subway,Park's & Museum's,Manhattan,Apartment,,Entire home/apt,10028,2,1,0,550,,,,,,
417289,01/03/2011,3,2011,Prime Williamsburg, classy bedroom,Brooklyn,Apartment,,Private room,11249,1,1,0,99,,,,,,
417169,01/03/2011,3,2011,Upper West Side - Amazing Terrace,Manhattan,Apartment,95,Shared room,10023,2,1,12,190,98,,,,,,
419216,02/03/2011,3,2011,Hip Luxury Williamsburg 1 -Bedroom,Brooklyn,Apartment,100,Entire home/apt,11249,1,1,11,165,100,,,,,,
417741,02/03/2011,3,2011,2B/2B Rustic Apt @ heart of Tribeca,Manhattan,Apartment,100,Entire home/apt,10007,5,1,1,500,100,,,,,,
417652,02/03/2011,3,2011,Exquisite large studio in Chelsea,Manhattan,Apartment,95,Entire home/apt,10011,1,1,32,245,98,,,,,,
418289,02/03/2011,3,2011,Penthouse near Central Park !,Manhattan,Apartment,,Entire home/apt,10021,1,1,0,120,,,,,,,
417746,02/03/2011,3,2011,Entire Apartment in historic Harlem,Manhattan,Apartment,100,Entire home/apt,10027,1,1,2,125,100,,,,,,
419080,02/03/2011,3,2011,Quiet bedroom in charming 2BR apt,Manhattan,Apartment,100,Private room,10002,1,1,1,120,100,,,,,,
417746,02/03/2011,3,2011,Bedroom in historic Harlem !,Manhattan,Apartment,95,Private room,10027,1,1,10,75,96,,,,,,
420111,03/03/2011,3,2011,huge loft in New York City,Manhattan,Apartment,,Entire home/apt,10029,2,1,0,220,,,,,,,
421630,03/03/2011,3,2011,Sunny spacious 1BR in Manhattan UES,Manhattan,Apartment,95,Entire home/apt,10128,2,1,13,129,97,,,,,,
420111,03/03/2011,3,2011,queen size room in huge loft apt,Manhattan,Apartment,,Private room,10029,1,1,0,150,,,,,,,
420682,03/03/2011,3,2011,Lrg Private Rm~1 stop to Midtown!,Queens,Apartment,95,Private room,11101,1,1,100,80,96,,,,,,
422345,04/03/2011,3,2011,Brownstone in Brooklyn,Brooklyn,Apartment,90,Entire home/apt,11205,1,1,8,169,90,,,,,,
422388,04/03/2011,3,2011,Stunning Views, 1BD in Williamsburg,Brooklyn,Apartment,100,Entire home/apt,11211,1,1,20,210,100,,,,,
422561,04/03/2011,3,2011,Historic Row House (Boerum Hill),Brooklyn,House,90,Entire home/apt,11217,1,1,4,135,90,,,,,,
422891,04/03/2011,3,2011,Summertime In The East Village,Manhattan,Apartment,95,Entire home/apt,10003,1,1,17,199,98,,,,,,
421819,04/03/2011,3,2011,Sunny East Village Studio on Park,Manhattan,Apartment,95,Entire home/apt,10009,1,1,8,125,95,,,,,,
422286,04/03/2011,3,2011,New East Village 5 bedroom Apt,Manhattan,Apartment,100,Entire home/apt,10009,5,1,2,800,100,,,,,,
424878,05/03/2011,3,2011,Spacious 1BR oasis by the water,Manhattan,Apartment,,Entire home/apt,10004,1,1,0,250,,,,,,,
425448,06/03/2011,3,2011,Charming Cobble Hill, Bk.,Brooklyn,Apartment,95,Entire home/apt,11231,1,1,13,160,98,,,,,
425506,06/03/2011,3,2011,Airy 2 Bdrm  in Best Brooklyn Nabe,Brooklyn,Apartment,,Entire home/apt,11238,2,1,0,195,,,,,,,
425506,06/03/2011,3,2011,Holiday in Italianate Brownstone,Brooklyn,Apartment,,Entire home/apt,11238,3,1,0,350,,,,,,,
426725,06/03/2011,3,2011,TIMES SQ - FABULOUS 1BR/ BEST VIEW!,Manhattan,Apartment,95,Entire home/apt,10019,2,1,25,165,95,,,,,,
425176,06/03/2011,3,2011,Spectacular 1BR Upper West Side apt,Manhattan,Apartment,90,Entire home/apt,10025,2,1,8,250,93,,,,,,
425806,06/03/2011,3,2011,MY HUMBLE 1 BR ABODE,Manhattan,Apartment,,Entire home/apt,10027,2,1,0,160,,,,,,,
426948,06/03/2011,3,2011,Entire home/apt in New York,Manhattan,Apartment,100,Entire home/apt,10036,1,1,1,290,100,,,,,,
426701,06/03/2011,3,2011,3 bd apt,UWS,Full Amenites,NearCP,Manhattan,Condominium,70,Entire home/apt,10024,3,1,7,400,73,,,
425157,06/03/2011,3,2011,A Breathtaking Brooklyn Experience!,Brooklyn,Bed & Breakfast,95,Private room,11201,2,1,178,89,99,,,,,,
425500,06/03/2011,3,2011,West Village Condo, Sunny Luxury,Manhattan,Apartment,100,Private room,10014,1,1,3,145,100,,,,,
428210,07/03/2011,3,2011,Vibrant & lovely 1BR w garden,Brooklyn,Apartment,90,Entire home/apt,11213,2,1,33,120,92,,,,,,
428673,07/03/2011,3,2011,Bright, stylish studio with terrace,Brooklyn,Apartment,95,Entire home/apt,11237,1,1,36,119,97,,,,,
427747,07/03/2011,3,2011,East Village 1BR in Elevator Bldg,Manhattan,Apartment,80,Entire home/apt,10009,1,1,25,200,84,,,,,,
428870,07/03/2011,3,2011,Convenient spacious 2Bed 2Bath,Manhattan,Apartment,,Entire home/apt,10023,2,1,0,170,,,,,,,
428210,07/03/2011,3,2011,Prvt, bath, kitchen, living, entrnc,Brooklyn,Apartment,95,Private room,11213,3,1,4,100,95,,
428380,07/03/2011,3,2011,"Be my guest at ""casa portuguesa NY""",Manhattan,Apartment,95,Private room,10038,1,1,53,85,95,,,,,,
431266,08/03/2011,3,2011,Convenient & Large BK Heights 1-Bed,Brooklyn,Apartment,95,Entire home/apt,11201,1,1,23,200,97,,,,,,
429947,08/03/2011,3,2011,Vibrant Artist's Guest Studio Apt.,Brooklyn,Apartment,95,Entire home/apt,11222,1,1,33,130,98,,,,,,
429216,08/03/2011,3,2011,Ideal Apt 4 NYC Traveler/Safe&Clean,Brooklyn,Apartment,85,Entire home/apt,11225,2,1,63,118,86,,,,,,
429925,08/03/2011,3,2011,Big sunny 1BR in Ditmas Park!,Brooklyn,Apartment,,Entire home/apt,11226,2,1,0,75,,,,,,,
430826,08/03/2011,3,2011,Greenwich Village 1BR Fantastic Apt,Manhattan,Apartment,85,Entire home/apt,10014,1,1,41,200,89,,,,,,
430188,08/03/2011,3,2011,COZY SUNNY ROOM, BLOCK 4RM TRAIN :),Brooklyn,Apartment,90,Private room,11211,1,1,5,90,92,,,,,
430188,08/03/2011,3,2011,HUGE, PRIVATE BATH, STEPS FRM TRAIN,Brooklyn,Apartment,85,Private room,11211,1,1,21,100,89,,,,
430188,08/03/2011,3,2011,HUGE, SUNNY ROOM, BLOCK 4RM TRAIN!,Brooklyn,Apartment,80,Private room,11211,1,1,7,130,83,,,,
429873,08/03/2011,3,2011,Beautiful Garden Apartment,Brooklyn,Apartment,95,Private room,11216,1,1,6,125,96,,,,,,
431419,09/03/2011,3,2011,Convenient 2BR Williamsburg flat,Brooklyn,Apartment,100,Entire home/apt,11211,2,1,1,135,100,,,,,,
432303,09/03/2011,3,2011,Little Private Room in Brooklyn.,Brooklyn,Apartment,85,Private room,11206,1,1,65,62,88,,,,,,
431935,09/03/2011,3,2011,Large, Sunny, Modern Room in BK,Brooklyn,Apartment,,Private room,11221,1,1,1,75,,,,,
434473,10/03/2011,3,2011,Pretty One Bed in Brooklyn Heights,Brooklyn,Apartment,90,Entire home/apt,11201,1,1,29,150,94,,,,,,
433917,10/03/2011,3,2011,Big Sunny Loft for FAM or FRIENDS,Brooklyn,Apartment,85,Entire home/apt,11216,3,1,26,120,89,,,,,,
434632,10/03/2011,3,2011,One-Bedroom/Madison Square Garden,Manhattan,Apartment,85,Entire home/apt,10001,1,1,27,175,87,,,,,,
434632,10/03/2011,3,2011,Greenwich Village Designer Suite,Manhattan,Apartment,95,Entire home/apt,10014,1,1,70,175,95,,,,,,
434632,10/03/2011,3,2011,Hip, Young & Fabulous Midtown,Manhattan,Apartment,95,Entire home/apt,10017,1,1,66,200,95,,,,,
434632,10/03/2011,3,2011,Newly Renovated Time Square Pad,Manhattan,Apartment,,Entire home/apt,10036,1,1,5,250,,,,,,,
434987,10/03/2011,3,2011,Cozy room in East Village with AC,Manhattan,Apartment,85,Private room,10009,1,1,100,85,87,,,,,,
436599,11/03/2011,3,2011,Stylish Chelsea One Bedroom Apt,Manhattan,Apartment,95,Entire home/apt,10011,1,1,61,175,95,,,,,,
436642,11/03/2011,3,2011,Duplex Penthouse w/ Terrace + BBQ,Manhattan,Apartment,80,Entire home/apt,10023,2,1,12,275,83,,,,,,
436365,11/03/2011,3,2011,Beautiful One Bedroom Apartment,Manhattan,Apartment,100,Entire home/apt,10028,2,1,2,160,100,,,,,,
436365,11/03/2011,3,2011,Cozy Private Room,Manhattan,Apartment,100,Private room,10028,1,1,3,70,100,,,,,,
437617,12/03/2011,3,2011,Lovely Willamsburg Artist Loft,Brooklyn,Apartment,95,Entire home/apt,11211,2,1,16,135,95,,,,,,
438545,12/03/2011,3,2011,Floorthru Two Bed & Private Yard,Brooklyn,Apartment,,Entire home/apt,11231,2,1,0,275,,,,,,,
438133,12/03/2011,3,2011,Park Slope Spacious 3 Bedroom Home,Brooklyn,House,100,Entire home/apt,11215,5,1,6,275,100,,,,,,
437578,12/03/2011,3,2011,Gorgeous affordable artist loft,Brooklyn,Loft,90,Entire home/apt,11206,4,1,26,140,92,,,,,,
438133,12/03/2011,3,2011,Park Slope Sunny Studio,Brooklyn,Apartment,,Private room,11215,1,1,0,125,,,,,,,
437873,12/03/2011,3,2011,fully furnished room in Bedstuy,Brooklyn,Apartment,,Private room,11233,1,1,0,195,,,,,,,
437619,12/03/2011,3,2011,Lovely duplex with backyard,Brooklyn,Apartment,95,Private room,11238,1,1,5,72,96,,,,,,
439690,13/03/2011,3,2011,LARGE WAREHOUSE LOFT w CITY Views7,Brooklyn,Apartment,85,Entire home/apt,11216,3,1,87,75,87,,,,,,
439119,13/03/2011,3,2011,Large Duplex Flat near Times Square,Manhattan,Apartment,75,Entire home/apt,10019,4,1,9,99,78,,,,,,
439168,13/03/2011,3,2011,1 BR w/ Bonus Room a NYC Hotspot,Manhattan,Apartment,,Entire home/apt,10019,1,1,0,240,,,,,,,
439119,13/03/2011,3,2011,Guggenheim Studio near Central Park,Manhattan,Apartment,80,Entire home/apt,10021,1,1,9,99,80,,,,,,
439119,13/03/2011,3,2011,Awesome, Lincoln Center Studio,Manhattan,Apartment,100,Entire home/apt,10023,3,1,1,99,100,,,,,
439119,13/03/2011,3,2011,Huge Duplex in Upper East Side,Manhattan,Apartment,70,Entire home/apt,10024,3,1,18,225,71,,,,,,
439119,13/03/2011,3,2011,Steps from Central Park: 1 BR Flat,Manhattan,Apartment,65,Entire home/apt,10025,1,1,3,99,67,,,,,,
439809,13/03/2011,3,2011,Cozy,Sunny & Modern nr Central Park,Manhattan,Apartment,100,Entire home/apt,10025,1,1,9,195,100,,,,,
439119,13/03/2011,3,2011,Spacious Times Square One BR Loft!,Manhattan,Apartment,,Entire home/apt,10036,2,1,0,99,,,,,,,
439119,13/03/2011,3,2011,Theatre District/Times Square 1 BR,Manhattan,Apartment,,Entire home/apt,10036,2,1,0,169,,,,,,,
439119,13/03/2011,3,2011,Fantastic Central Park 1BR,Manhattan,Apartment,,Entire home/apt,10128,2,1,0,99,,,,,,,
440306,13/03/2011,3,2011,Penthouse Loft - LES/Little Italy,Manhattan,Loft,85,Entire home/apt,10002,1,1,16,450,88,,,,,,
439592,13/03/2011,3,2011,Fully furnished 1 bedroom apartment,Queens,Apartment,,Entire home/apt,11378,1,1,0,80,,,,,,,
439168,13/03/2011,3,2011,1BR/1BA Luxury Share @ A+ Location,Manhattan,Apartment,,Private room,10036,2,1,0,357,,,,,,,
441149,14/03/2011,3,2011,2BR duplex Boerum Hill with balcony,Brooklyn,Apartment,100,Entire home/apt,11217,2,1,2,250,100,,,,,,
441133,14/03/2011,3,2011,Bright and spacious WV apartment,Manhattan,Apartment,,Entire home/apt,10014,1,1,0,235,,,,,,,
441510,14/03/2011,3,2011,Cool Times Square away from home,Manhattan,Apartment,100,Private room,10036,1,1,3,145,100,,,,,,
442616,15/03/2011,3,2011,Amazing Apartment in Williamsburg,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,3,180,93,,,,,,
443777,15/03/2011,3,2011,Base Camp in Bed-Stuy,Brooklyn,Apartment,90,Entire home/apt,11221,2,1,39,95,93,,,,,,
443371,15/03/2011,3,2011,Stunning sunny comfort in Manhattan,Manhattan,Apartment,95,Entire home/apt,10009,1,1,9,120,98,,,,,,
443568,15/03/2011,3,2011,Bushwick Sky Castle,Brooklyn,Apartment,,Private room,11221,1,1,0,100,,,,,,,
444064,15/03/2011,3,2011,One bedroom to rent, East Village,Manhattan,Apartment,95,Private room,10009,2,1,30,75,95,,,,,
445273,16/03/2011,3,2011,Luxury One BR Apt Brooklyn, NY,Brooklyn,Apartment,90,Entire home/apt,11201,1,1,35,220,93,,,,,
446290,16/03/2011,3,2011,Charming 2 Bdm Apt in East Village,Manhattan,Apartment,90,Entire home/apt,10009,2,1,9,265,91,,,,,,
446599,16/03/2011,3,2011,Large, bright Manhattan gem @118St.,Manhattan,Apartment,95,Entire home/apt,10035,3,1,68,145,96,,,,,
446290,16/03/2011,3,2011,Cozy bdrm in East Village Apt,Manhattan,Apartment,95,Private room,10009,1,1,21,119,98,,,,,,
448312,17/03/2011,3,2011,Columbia Castle 2 BR,Brooklyn,Apartment,90,Entire home/apt,11201,2,1,23,200,93,,,,,,
447754,17/03/2011,3,2011,Wonderful Studio In Brooklyn, NY!!!,Brooklyn,Apartment,90,Entire home/apt,11204,1,1,12,110,93,,,,,
446799,17/03/2011,3,2011,Lux 2-BR in Williamsburg w Views,Brooklyn,Apartment,,Entire home/apt,11211,3,1,0,270,,,,,,,
447895,17/03/2011,3,2011,Modern Studio in Williamsburg,Brooklyn,Apartment,95,Entire home/apt,11249,1,1,4,250,95,,,,,,
446799,17/03/2011,3,2011,Designer Loft in Lower East Side,Manhattan,Apartment,90,Entire home/apt,10002,3,1,36,240,92,,,,,,
448312,17/03/2011,3,2011,Columbia Castle in Brooklyn Heights,Brooklyn,Apartment,95,Private room,11201,1,1,60,80,97,,,,,,
448197,17/03/2011,3,2011,Large sunny Williamsburg bedroom,Brooklyn,Apartment,100,Private room,11206,1,1,2,110,100,,,,,,
446799,17/03/2011,3,2011,Master BR w Views in Williamsburg,Brooklyn,Apartment,100,Private room,11211,1,1,2,110,100,,,,,,
446799,17/03/2011,3,2011,Room in Designer Apt, Williamsburg,Brooklyn,Apartment,100,Private room,11211,1,1,3,104,100,,,,,
449168,18/03/2011,3,2011,Garden Apt / Fort Greene Brownstone,Brooklyn,Apartment,95,Entire home/apt,11217,4,1,88,235,98,,,,,,
449491,18/03/2011,3,2011,Cheap good room in Bushwick,Brooklyn,Apartment,,Private room,11221,1,1,0,40,,,,,,,
450050,18/03/2011,3,2011,?Private Room Overlooking the Park?,Manhattan,Apartment,95,Private room,10027,1,1,45,99,97,,,,,,
451660,19/03/2011,3,2011,Beautiful 1 bedroom penthouse,Manhattan,Apartment,100,Entire home/apt,10003,1,1,1,269,100,,,,,,
450853,19/03/2011,3,2011,Best Location in NYC,Manhattan,Apartment,90,Entire home/apt,10019,2,1,10,150,92,,,,,,
451507,19/03/2011,3,2011,The Heart of Williamsburg,Brooklyn,Apartment,95,Private room,11211,1,1,19,95,96,,,,,,
452687,20/03/2011,3,2011,Cute 1-Bed in Quaint Brooklyn Nabe,Brooklyn,Apartment,90,Entire home/apt,11217,2,1,2,125,90,,,,,,
453519,20/03/2011,3,2011,BEAUTIFUL  2BR  20MINS FROM CITY!,Brooklyn,Apartment,85,Entire home/apt,11221,4,1,117,84,89,,,,,,
453519,20/03/2011,3,2011,Brooklyn Cove 1br Apt w/ Garden!!,Brooklyn,Apartment,85,Entire home/apt,11221,1,1,122,65,89,,,,,,
452326,20/03/2011,3,2011,Spacious 1BD With Terrace & View!,Brooklyn,Apartment,90,Entire home/apt,11225,2,1,2,119,90,,,,,,
452187,20/03/2011,3,2011,Large loft Perfect location,Manhattan,Apartment,90,Entire home/apt,10003,3,1,41,290,94,,,,,,
453277,20/03/2011,3,2011,East Village Loft w private roof!,Manhattan,Apartment,100,Entire home/apt,10003,1,1,4,175,100,,,,,,
452187,20/03/2011,3,2011,Cute Clean Nice Apartment,Manhattan,Apartment,85,Entire home/apt,10019,2,1,11,275,87,,,,,,
453242,20/03/2011,3,2011,Beautiful Studio in Astoria, Queens,Queens,Apartment,100,Entire home/apt,11102,1,1,1,60,100,,,,,
452967,20/03/2011,3,2011,Great Location in the West Village,Manhattan,Apartment,,Private room,10014,1,1,0,195,,,,,,,
454520,21/03/2011,3,2011,Quiet Clinton Hill Apartment,Brooklyn,Apartment,80,Entire home/apt,11205,1,1,2,140,80,,,,,,
455398,21/03/2011,3,2011,1BR/Private YARD,Steps from L TRAIN,Brooklyn,Apartment,80,Entire home/apt,11211,1,1,6,185,84,,,,,
454393,21/03/2011,3,2011,Heart of Chelsea - Great Reviews!,Manhattan,Apartment,95,Entire home/apt,10011,3,1,38,270,96,,,,,,
454009,21/03/2011,3,2011,NYC UES charming 1 bedroom,Manhattan,Apartment,,Entire home/apt,10075,1,1,0,250,,,,,,,
453696,21/03/2011,3,2011,Luxurious Designer High Rise Condo,Manhattan,Apartment,90,Entire home/apt,10128,1,1,27,220,93,,,,,,
453696,21/03/2011,3,2011,Upper East Side Charming 1 bedroom,Manhattan,Apartment,,Entire home/apt,10128,2,1,0,185,,,,,,,
455446,21/03/2011,3,2011,LUXURY LOFT ROOM,Brooklyn,Apartment,90,Private room,11211,1,1,10,125,91,,,,,,
457253,22/03/2011,3,2011,LES Style - 2 Bedroom w/ Big Patio,Manhattan,Apartment,95,Entire home/apt,10002,2,1,85,300,98,,,,,,
456875,22/03/2011,3,2011,3 Bedroom Downtown,Manhattan,Apartment,85,Entire home/apt,10013,3,1,23,299,88,,,,,,
456875,22/03/2011,3,2011,Private Room SOHO,Manhattan,Apartment,95,Private room,10013,1,1,61,98,96,,,,,,
457479,22/03/2011,3,2011,Cozy 1BR in a large apartment,Manhattan,Apartment,100,Private room,10031,1,1,4,80,100,,,,,,
459054,23/03/2011,3,2011,So Much Room in Brooklyn,Brooklyn,Apartment,80,Entire home/apt,11216,3,1,2,150,80,,,,,,
458728,23/03/2011,3,2011,Sweet Abode in Red Hook!,Brooklyn,Apartment,100,Entire home/apt,11231,2,1,1,130,100,,,,,,
459409,23/03/2011,3,2011,Newly done studio-Heart of Chelsea,Manhattan,Apartment,95,Entire home/apt,10011,1,1,33,150,97,,,,,,
458815,23/03/2011,3,2011,Spacious Private Room in Brooklyn,Brooklyn,Apartment,95,Private room,11221,1,1,4,65,95,,,,,,
458965,23/03/2011,3,2011,Private Room & Bath in 3 BD Apt,Brooklyn,House,85,Private room,11216,2,1,19,98,89,,,,,,
458965,23/03/2011,3,2011,Private Room in 3 BD 15 min to city,Brooklyn,House,85,Private room,11216,1,1,3,69,87,,,,,,
458965,23/03/2011,3,2011,Room in 3 BD Apt - 15 min Manhattan,Brooklyn,House,80,Private room,11216,1,1,6,58,83,,,,,,
461433,24/03/2011,3,2011,New renovated quiet clean apartment,Bronx,Apartment,90,Entire home/apt,10455,3,1,14,160,94,,,,,,
461433,24/03/2011,3,2011,NEW/CLEAN on QUIET STREET,Bronx,Apartment,90,Entire home/apt,10455,3,1,13,160,92,,,,,,
460572,24/03/2011,3,2011,Heart of Fort Greene,Brooklyn,Townhouse,,Entire home/apt,11205,1,1,0,174,,,,,,,
462090,25/03/2011,3,2011,Bright&Calm Studio in Williamsburg,Brooklyn,Apartment,100,Entire home/apt,11206,1,1,1,150,100,,,,,,
462379,25/03/2011,3,2011,  3 bedroom DUPLEX, great location!,Brooklyn,Apartment,85,Entire home/apt,11217,4,1,38,395,89,,,,,
462379,25/03/2011,3,2011,ECO-APT, free YOGA, 2 new bedrooms.,Brooklyn,Apartment,90,Entire home/apt,11231,4,1,45,350,94,,,,
